"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Roof.Style","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Gr.Liv.Area","Bedroom.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Fence","SalePrice","Porch.SF","Tot.Bath","House.Age"
"20","RL",75,7500,"No alley","Reg","Lvl","Other","Gtl","Sawyer","Other","1Fam","1Story",5,5,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No",216,1040,"Other","Y","SBrkr",1040,0,1040,3,"TA",5,"Typ",0,"No fireplace","Attchd","Fin","Other","308","TA","TA","Y",0,"Other",133000,220,2.5,47
"20","RL",0,6897,"No alley","Other","Lvl","Other","Gtl","Sawyer","Norm","1Fam","1Story",5,8,"Gable","HdBoard","HdBoard","None",0,"TA","Other","CBlock","TA","TA","No",381,1040,"Ex","Y","SBrkr",1040,0,1040,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","Other","260","TA","TA","Y",0,"No fence",127000,104,2.5,0
"60","RL",107,10186,"No alley","Other","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","Other",7,5,"Gable","HdBoard","HdBoard","None",0,"Other","TA","PConc","Gd","TA","No",76,750,"Ex","Y","SBrkr",1061,862,1923,3,"Other",8,"Typ",1,"TA","Attchd","RFn","2","564","TA","TA","Y",240,"No fence",190000,39,3.5,18
"60","RL",85,13143,"No alley","Other","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","Other",8,5,"Gable","HdBoard","ImStucc","Other",504,"Other","TA","PConc","Gd","TA","No",0,1231,"Ex","Y","SBrkr",1251,1098,2349,4,"Other",9,"Typ",1,"TA","Attchd","RFn","Other","762","TA","TA","Y",32,"No fence",362500,130,3.5,17
"60","RL",88,11134,"No alley","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","Other",8,5,"Gable","HdBoard","HdBoard","Other",180,"Other","TA","PConc","Gd","TA","No",261,1390,"Ex","Y","SBrkr",1402,823,2225,4,"Other",7,"Typ",1,"TA","Attchd","RFn","Other","713","TA","TA","Y",198,"No fence",285000,30,3.5,17
"120","RL",30,4420,"No alley","Other","Lvl","Other","Gtl","Other","Norm","Other","1Story",8,5,"Gable","Wd Sdng","Wd Sdng","None",0,"Other","TA","CBlock","Gd","TA","Other",0,728,"TA","Y","SBrkr",788,0,788,1,"Other",3,"Typ",1,"TA","Other","Fin","2","484","TA","TA","Y",133,"No fence",155000,42,2,30
"120","RL",40,3880,"No alley","Other","Lvl","Inside","Gtl","Other","Norm","Other","1Story",8,6,"Gable","Wd Sdng","Plywood","None",0,"Other","TA","CBlock","Gd","TA","Other",174,1226,"TA","Y","SBrkr",1226,0,1226,1,"Other",4,"Typ",1,"TA","Attchd","Fin","2","484","TA","TA","Y",223,"No fence",206000,78,2,32
"60","RL",0,13517,"No alley","Other","Lvl","Other","Gtl","Sawyer","Other","1Fam","Other",6,8,"Gable","HdBoard","Plywood","Other",289,"Other","TA","CBlock","TA","TA","No",192,725,"Ex","Y","SBrkr",725,754,1479,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","475","TA","TA","Y",0,"No fence",130500,44,2.5,5
"20","RL",0,10456,"No alley","Other","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,"Other","HdBoard","HdBoard","Other",120,"TA","TA","CBlock","TA","TA","No",1323,1829,"Other","Y","SBrkr",1829,0,1829,4,"TA",8,"Typ",0,"No fireplace","Attchd","RFn","2","535","TA","TA","Y",0,"No fence",218500,76,3,43
"60","RL",80,10791,"No alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","Other",6,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","Other",143,1280,"Ex","Y","SBrkr",1280,1215,2495,4,"Other",9,"Typ",1,"TA","Attchd","Unf","2","660","TA","TA","Y",224,"No fence",243500,32,3.5,17
"20","RL",0,10603,"No alley","Other","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,"Gable","Plywood","Plywood","Other",28,"TA","TA","PConc","TA","TA","Other",410,1610,"Other","Y","SBrkr",1610,0,1610,3,"Other",6,"Typ",2,"TA","Attchd","RFn","2","480","TA","TA","Y",168,"No fence",205000,68,3,9
"50","RL",0,18837,"No alley","Other","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","Other",6,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","Other",491,1224,"TA","Y","SBrkr",1287,604,1891,3,"TA",7,"Typ",1,"TA","Attchd","RFn","2","678","TA","TA","Y",0,"No fence",212500,69,3.5,32
"60","RL",80,10421,"No alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","Other",7,5,"Gable","HdBoard","HdBoard","Other",42,"TA","TA","CBlock","Gd","TA","No",586,980,"TA","Y","SBrkr",980,734,1714,3,"TA",7,"Typ",1,"TA","Attchd","Unf","2","496","TA","TA","Y",228,"Other",196500,222,2.5,22
"20","RL",78,9360,"No alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,"Other","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No",179,1161,"TA","Y","SBrkr",1381,0,1381,3,"Other",5,"Typ",1,"TA","Attchd","RFn","2","676","TA","TA","Y",0,"No fence",197500,0,2.5,4
"60","RL",80,9600,"No alley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","Other",6,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",386,715,"TA","Y","SBrkr",930,715,1645,4,"TA",7,"Typ",0,"No fireplace","Attchd","RFn","2","441","TA","TA","Y",0,"Other",171000,78,2,39
"20","RL",80,9600,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Other","VinylSd","VinylSd","Other",172,"TA","TA","CBlock","TA","TA","No",534,1232,"TA","Y","SBrkr",1232,0,1232,3,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","2","490","TA","TA","Y",0,"No fence",142250,224,2.5,44
"20","RL",0,9790,"No alley","Reg","Lvl","Inside","Gtl","NWAmes","Other","1Fam","1Story",6,5,"Other","HdBoard","HdBoard","Other",451,"TA","TA","CBlock","TA","TA","No",678,1328,"TA","Y","SBrkr",1328,0,1328,3,"TA",6,"Typ",2,"Gd","Attchd","Unf","2","528","TA","TA","Y",0,"No fence",143000,26,2.5,47
"20","RL",77,9320,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No",381,950,"Other","Y","SBrkr",1225,0,1225,3,"TA",6,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Y",352,"No fence",128950,0,2.5,51
"20","RL",90,9900,"No alley","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Other","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No",150,1209,"Other","Y","SBrkr",1209,0,1209,3,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","2","504","TA","TA","Y",0,"No fence",159000,120,2,44
"20","RL",88,9680,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","Wd Sdng","Plywood","Other",268,"TA","TA","CBlock","TA","TA","No",500,1510,"Ex","Y","SBrkr",1510,0,1510,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","517","TA","TA","Y",0,"Other",178900,244,3,43
"80","RL",0,14112,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","Other",5,7,"Other","Wd Sdng","HdBoard","Other",86,"TA","TA","PConc","TA","TA","Other",138,1152,"TA","Y","SBrkr",1152,0,1152,3,"TA",6,"Typ",1,"Gd","Attchd","RFn","2","484","TA","TA","Y",227,"No fence",180500,0,2,46
"20","RL",68,9717,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other",0,1078,"Other","Y","Other",1078,0,1078,2,"Other",5,"Typ",0,"No fireplace","Attchd","Unf","Other","240","TA","TA","Y",366,"No fence",142125,112,2,14
"50","RL",68,9724,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",5,7,"Gable","MetalSd","MetalSd","Other",265,"Other","TA","CBlock","TA","TA","No",470,1140,"Other","Y","SBrkr",1929,532,2461,3,"TA",7,"Other",2,"Gd","Other","Unf","2","400","TA","TA","Y",0,"Other",197600,0,2,8
"50","RL",120,17360,"No alley","Reg","Lvl","Other","Gtl","NAmes","Other","1Fam","Other",6,6,"Gable","MetalSd","MetalSd","Other",340,"TA","Other","CBlock","TA","TA","No",482,782,"TA","Y","SBrkr",1019,537,1556,3,"TA",6,"Typ",1,"Gd","Attchd","Unf","2","470","TA","TA","Y",0,"No fence",172500,150,2,60
"20","RL",50,7207,"No alley","Other","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Plywood","None",0,"TA","Other","CBlock","TA","TA","Other",162,858,"Other","Y","SBrkr",858,0,858,2,"TA",4,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Y",117,"No fence",116500,0,2,2
"30","RL",55,5350,"No alley","Other","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",3,2,"Gable","Wd Sdng","Plywood","None",0,"TA","Other","CBlock","TA","TA","No",728,728,"Ex","Y","SBrkr",1306,0,1306,3,"Other",6,"Other",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Y",263,"Other",76500,0,1,44
"20","RL",80,9920,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Gable","HdBoard","HdBoard","Other",110,"TA","TA","CBlock","TA","TA","No",412,1056,"TA","Y","SBrkr",1063,0,1063,3,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","280","TA","TA","Y",0,"Other",128000,164,2,56
"80","RL",80,9600,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,6,"Gable","AsbShng","AsbShng","Other",164,"TA","TA","CBlock","TA","TA","Other",350,1156,"Ex","Y","SBrkr",1520,0,1520,3,"TA",7,"Typ",2,"Gd","Other","RFn","Other","364","TA","TA","Y",0,"No fence",153000,189,2,38
"20","RL",78,7800,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","HdBoard","HdBoard","Other",200,"TA","TA","PConc","TA","TA","No",728,1268,"Other","Y","SBrkr",1268,0,1268,2,"TA",7,"Typ",1,"Gd","Attchd","Fin","Other","244","TA","TA","Y",0,"No fence",132000,98,1,56
"85","RL",75,11380,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,8,"Gable","HdBoard","HdBoard","Other",216,"TA","TA","CBlock","TA","TA","Other",136,1080,"Other","Y","SBrkr",1128,0,1128,2,"Other",5,"Typ",1,"Gd","Attchd","Unf","Other","315","TA","TA","Y",238,"No fence",178000,0,2,2
"90","RL",80,11600,"No alley","Reg","Lvl","Other","Gtl","NAmes","Other","Other","Other",5,5,"Gable","MetalSd","MetalSd","Other",361,"TA","TA","CBlock","TA","TA","No",662,1105,"TA","Y","Other",1105,1169,2274,5,"TA",12,"Typ",0,"No fireplace","Other","Unf","2","480","TA","TA","Y",0,"No fence",154300,0,2,50
"20","RL",0,19900,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Other","1Fam","1Story",7,5,"Gable","Plywood","Plywood","Other",287,"TA","TA","CBlock","Gd","TA","Other",1035,1947,"TA","Y","SBrkr",2207,0,2207,3,"TA",7,"Other",1,"Gd","Attchd","RFn","2","576","TA","TA","Y",301,"No fence",180000,0,3,21
"20","RL",137,16492,"No alley","Other","Lvl","Other","Gtl","NAmes","Other","1Fam","1Story",6,6,"Gable","BrkFace","Plywood","None",0,"Other","TA","CBlock","TA","TA","No",557,1517,"Ex","Y","SBrkr",1888,0,1888,2,"Other",6,"Other",1,"Gd","Attchd","Fin","2","578","TA","TA","Y",0,"No fence",190000,0,2.5,8
"90","RL",70,8267,"No alley","Reg","Lvl","Other","Gtl","NAmes","Other","Other","1Story",5,5,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No",1604,1604,"TA","Y","SBrkr",1604,0,1604,4,"TA",8,"Typ",0,"No fireplace","Attchd","Unf","2","576","TA","TA","Y",42,"No fence",135000,0,2,52
"20","RL",70,8197,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",506,"Other","TA","PConc","Gd","TA","No",292,1480,"Ex","Y","SBrkr",1480,0,1480,3,"Other",7,"Typ",0,"No fireplace","Attchd","RFn","2","620","TA","TA","Y",252,"Other",214000,73,3,1
"20","RL",0,8050,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Other","MetalSd","MetalSd","Other",150,"TA","TA","CBlock","TA","TA","No",125,1143,"TA","Y","SBrkr",1143,0,1143,3,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","308","TA","TA","Y",0,"Other",136000,0,2,51
"20","RL",70,10552,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Other","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No",380,1398,"Other","Y","SBrkr",1700,0,1700,4,"Other",6,"Typ",1,"Gd","Attchd","RFn","2","447","TA","TA","Y",0,"No fence",165500,38,2,51
"20","RL",70,8400,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No",392,1314,"TA","Y","SBrkr",1314,0,1314,3,"TA",5,"Typ",0,"No fireplace","Attchd","RFn","Other","294","TA","TA","Y",250,"No fence",145000,0,2,53
"20","RL",73,8760,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Other","MetalSd","MetalSd","Other",220,"TA","TA","CBlock","TA","TA","No",1194,1194,"TA","Y","SBrkr",1194,0,1194,3,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","312","TA","TA","Y",0,"No fence",148000,120,2,51
"20","RL",73,9300,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Other","1Fam","1Story",5,5,"Gable","MetalSd","HdBoard","Other",324,"TA","TA","CBlock","TA","TA","No",571,1268,"TA","Y","SBrkr",1264,0,1264,3,"TA",6,"Typ",2,"Gd","Attchd","Unf","2","461","TA","TA","Y",0,"No fence",167500,143,2,50
"20","RL",87,10725,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Other","MetalSd","MetalSd","Other",91,"TA","TA","CBlock","TA","TA","No",270,1206,"Other","Y","SBrkr",1206,0,1206,3,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","312","TA","TA","Y",0,"No fence",108538,21,1,51
"20","RL",80,10032,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","Wd Sdng","Other",432,"TA","TA","CBlock","TA","TA","No",510,1244,"Ex","Y","SBrkr",1580,0,1580,3,"TA",6,"Typ",2,"Gd","Attchd","Unf","2","440","TA","TA","Y",0,"Other",159500,188,2.5,51
"50","RL",60,8382,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",4,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",832,832,"TA","Y","Other",832,505,1337,3,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","Other","263","TA","TA","Y",0,"No fence",108000,0,1,54
"20","RL",60,10950,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No",525,864,"TA","Y","SBrkr",1064,0,1064,2,"Other",4,"Typ",0,"No fireplace","Other","Unf","Other","318","TA","TA","Y",0,"No fence",135000,0,1.5,58
"20","RL",119,10895,"No alley","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No",324,972,"TA","Y","SBrkr",972,0,972,3,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","Other","305","TA","TA","Y",0,"Other",122500,205,1,55
"30","RL",65,7898,"No alley","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",4,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","TA","No",576,576,"Other","Y","SBrkr",985,0,985,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","2","676","TA","TA","Other",0,"No fence",105000,0,1.5,16
"20","RL",60,7200,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","VinylSd","VinylSd","None",0,"TA","TA","Other","Other","Other","Other",0,0,"Ex","Y","SBrkr",827,0,827,2,"TA",5,"Other",1,"Other","Other","Unf","Other","392","TA","TA","Y",0,"No fence",107500,0,1,3
"20","RL",85,10200,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","Other",104,"TA","TA","CBlock","TA","TA","No",404,1086,"Other","Y","SBrkr",1086,0,1086,3,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","2","490","TA","TA","Y",0,"Other",144900,0,2,7
"20","RL",74,5868,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",448,936,"Ex","Y","SBrkr",936,0,936,2,"TA",4,"Typ",0,"No fireplace","Attchd","Fin","Other","308","TA","TA","Y",0,"No fence",129000,240,2,10
"90","RL",64,6979,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",6,5,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No",0,1056,"Other","Y","SBrkr",1056,0,1056,0,"TA",4,"Typ",0,"No fireplace","Other","Unf","2","576","TA","TA","Y",264,"Other",144000,56,2,30
"20","RL",0,9830,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Other","CBlock","TA","TA","No",733,1063,"Ex","Y","SBrkr",1287,0,1287,3,"Other",7,"Typ",1,"Gd","Other","Fin","2","576","TA","TA","Y",364,"No fence",162000,199,2,4
"80","RL",96,11275,"No alley","Reg","Lvl","Other","Gtl","NAmes","Other","1Fam","Other",7,7,"Other","Wd Sdng","Wd Sdng","Other",300,"Other","Other","CBlock","Gd","TA","No",710,710,"Ex","Y","SBrkr",1898,1080,2978,5,"Other",11,"Typ",1,"Gd","Other","Fin","2","564","TA","TA","Y",240,"No fence",242000,0,2.5,3
"50","RL",60,8064,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Other","1Fam","Other",6,8,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No",161,816,"TA","Y","SBrkr",816,408,1224,3,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","280","TA","TA","Y",414,"Other",132000,0,2,6
"20","RL",75,7500,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Other","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No",0,1246,"Ex","Y","SBrkr",1246,0,1246,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","Other","305","TA","TA","Y",218,"Other",154000,0,2.5,16
"50","RL",71,8520,"No alley","Reg","Lvl","Other","Gtl","NAmes","Other","1Fam","Other",5,4,"Gable","BrkFace","Wd Sdng","None",0,"TA","Other","CBlock","TA","TA","No",403,910,"Other","Y","SBrkr",910,475,1385,4,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","720","TA","TA","Y",0,"Other",166000,0,2,58
"20","RL",60,7200,"No alley","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Other",180,900,"TA","Y","SBrkr",900,0,900,3,"Other",5,"Typ",0,"No fireplace","Other","Unf","2","576","TA","TA","Y",222,"No fence",134800,32,1.5,10
"20","RL",87,10000,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Other","Wd Sdng","Wd Sdng","Other",261,"TA","TA","CBlock","TA","TA","No",1116,1116,"TA","Y","SBrkr",1116,0,1116,3,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","2","440","TA","TA","Y",0,"No fence",160000,385,1.5,48
"20","RL",81,7635,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",237,1175,"Ex","Y","SBrkr",1175,0,1175,3,"TA",6,"Typ",0,"No fireplace","Other","RFn","2","484","TA","TA","Y",0,"No fence",148000,0,1.5,50
"20","RL",80,9760,"No alley","Reg","Lvl","Inside","Other","NAmes","Norm","1Fam","1Story",6,7,"Other","Wd Sdng","Wd Sdng","Other",218,"TA","TA","CBlock","TA","TA","Other",415,1395,"TA","Y","SBrkr",1395,0,1395,2,"TA",7,"Other",1,"TA","Attchd","RFn","2","440","TA","TA","Y",657,"No fence",192000,353,2,26
"60","RL",70,7700,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Other","1Fam","Other",6,5,"Gable","MetalSd","MetalSd","Other",351,"TA","TA","CBlock","TA","TA","No",756,756,"TA","Y","SBrkr",1051,788,1839,4,"TA",7,"Typ",1,"TA","Attchd","Unf","2","442","TA","TA","Y",0,"No fence",155000,340,1.5,44
"50","Other",55,8800,"Other","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",4,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","Other","No",576,576,"Other","Y","SBrkr",792,348,1140,3,"TA",7,"Other",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Other",0,"No fence",96500,160,1,6
"30","Other",56,4485,"Other","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No",357,936,"TA","Y","SBrkr",936,0,936,2,"TA",5,"Typ",1,"Gd","Other","Other","Other","No garage","Other","Other","Other",51,"Other",109500,135,2,60
"30","Other",56,8960,"Other","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","1Story",5,6,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No",1008,1008,"Other","Y","Other",1028,0,1028,2,"TA",5,"Typ",1,"Gd","Other","Unf","2","360","TA","TA","Y",0,"No fence",115000,130,1,60
"20","Other",69,5805,"Other","Reg","Other","Inside","Other","OldTown","Norm","1Fam","1Story",5,7,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other",0,1347,"Other","Y","SBrkr",1347,0,1347,3,"Other",6,"Typ",0,"No fireplace","Other","Unf","2","551","TA","TA","Y",0,"No fence",143000,0,2.5,53
"50","Other",60,5790,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",3,6,"Other","VinylSd","VinylSd","None",0,"Other","Other","CBlock","Other","TA","No",840,840,"Other","Other","SBrkr",840,765,1605,3,"TA",8,"Typ",0,"No fireplace","Other","Unf","Other","379","TA","TA","Y",0,"No fence",107400,202,2,60
"30","Other",47,4608,"No alley","Reg","Lvl","Other","Gtl","OldTown","Other","1Fam","1Story",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No",747,747,"TA","Y","SBrkr",747,0,747,2,"TA",4,"Typ",0,"No fireplace","Attchd","Unf","Other","220","TA","TA","Y",0,"No fence",80000,0,1,60
"50","Other",50,5500,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",0,926,"TA","Y","SBrkr",926,0,1316,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","484","TA","TA","Y",0,"No fence",130000,0,2,9
"45","Other",50,6900,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",6,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No",827,827,"Other","Y","SBrkr",827,424,1251,3,"Other",6,"Typ",0,"No fireplace","Other","Unf","Other","240","Other","TA","Other",0,"No fence",119000,0,1,10
"50","Other",69,11851,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","Other",5,7,"Gable","VinylSd","VinylSd","None",0,"TA","Other","Other","TA","TA","No",247,1027,"Ex","Y","SBrkr",1027,606,1633,3,"Other",7,"Typ",1,"Gd","Other","Unf","Other","240","TA","TA","Y",0,"No fence",129000,226,1,1
"50","Other",0,8239,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","TA","No",832,1008,"TA","Y","SBrkr",1060,185,1245,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","Other","315","TA","TA","Y",0,"No fence",100000,334,1,48
"30","Other",60,8520,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",6,8,"Gable","VinylSd","VinylSd","None",0,"TA","Other","Other","TA","TA","No",624,624,"Other","Y","SBrkr",720,0,720,2,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","484","TA","TA","Y",106,"No fence",105900,0,1,7
"50","Other",60,10800,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","Other","PConc","Other","TA","No",0,686,"TA","Y","SBrkr",966,686,1652,4,"TA",7,"Typ",0,"No fireplace","Other","Unf","Other","416","TA","TA","Y",0,"No fence",139000,196,3,60
"70","Other",50,9000,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",8,9,"Gable","Wd Sdng","Wd Sdng","None",0,"Other","Other","Other","Other","Other","No",346,346,"Ex","Y","SBrkr",1157,1111,2268,3,"Other",7,"Typ",0,"No fireplace","Other","Unf","2","624","TA","TA","Other",0,"No fence",240000,108,3,8
"20","Other",90,7407,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","1Story",6,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",312,912,"TA","Y","Other",1236,0,1236,2,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","2","923","TA","TA","Y",0,"Other",149700,316,2,14
