"","pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked"
"1135",3,0,"Maenpaa, Mr. Matti Alexanteri","male",22,0,0,"STON/O 2. 3101275",7.125,"","S"
"1136",3,0,"Attalah, Mr. Sleiman","male",30,0,0,"2694",7.225,"","C"
"1137",1,0,"Minahan, Dr. William Edward","male",44,2,0,"19928",90,"C78","Q"
"1138",3,0,"Lindahl, Miss. Agda Thorilda Viktoria","female",25,0,0,"347071",7.775,"","S"
"1139",2,1,"Hamalainen, Mrs. William (Anna)","female",24,0,2,"250649",14.5,"","S"
"1140",1,1,"Beckwith, Mr. Richard Leonard","male",37,1,1,"11751",52.5542,"D35","S"
"1141",2,0,"Carter, Rev. Ernest Courtenay","male",54,1,0,"244252",26,"","S"
"1142",3,0,"Reed, Mr. James George","male",NA,0,0,"362316",7.25,"","S"
"1143",3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)","female",29,1,1,"347054",10.4625,"G6","S"
"1144",1,0,"Stead, Mr. William Thomas","male",62,0,0,"113514",26.55,"C87","S"
"1145",3,0,"Lobb, Mr. William Arthur","male",30,1,0,"A/5. 3336",16.1,"","S"
"1146",3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)","female",41,0,2,"370129",20.2125,"","S"
"1147",3,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)","female",29,0,2,"2650",15.2458,"","C"
"1148",1,1,"Thorne, Mrs. Gertrude Maybelle","female",NA,0,0,"PC 17585",79.2,"","C"
"1149",1,1,"Cherry, Miss. Gladys","female",30,0,0,"110152",86.5,"B77","S"
"1150",1,1,"Ward, Miss. Anna","female",35,0,0,"PC 17755",512.3292,"","C"
"1151",2,1,"Parrish, Mrs. (Lutie Davis)","female",50,0,1,"230433",26,"","S"
"1152",3,0,"Smith, Mr. Thomas","male",NA,0,0,"384461",7.75,"","Q"
"1153",3,1,"Asplund, Master. Edvin Rojj Felix","male",3,4,2,"347077",31.3875,"","S"
"1154",1,0,"Taussig, Mr. Emil","male",52,1,1,"110413",79.65,"E67","S"
"1155",1,0,"Harrison, Mr. William","male",40,0,0,"112059",0,"B94","S"
"1156",3,0,"Henry, Miss. Delia","female",NA,0,0,"382649",7.75,"","Q"
"1157",2,0,"Reeves, Mr. David","male",36,0,0,"C.A. 17248",10.5,"","S"
"1158",3,0,"Panula, Mr. Ernesti Arvid","male",16,4,1,"3101295",39.6875,"","S"
"1159",3,1,"Persson, Mr. Ernst Ulrik","male",25,1,0,"347083",7.775,"","S"
"1160",1,1,"Graham, Mrs. William Thompson (Edith Junkins)","female",58,0,1,"PC 17582",153.4625,"C125","S"
"1161",1,1,"Bissette, Miss. Amelia","female",35,0,0,"PC 17760",135.6333,"C99","S"
"1162",1,0,"Cairns, Mr. Alexander","male",NA,0,0,"113798",31,"","S"
"1163",3,1,"Tornquist, Mr. William Henry","male",25,0,0,"LINE",0,"","S"
"1164",2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)","female",41,0,1,"250644",19.5,"","S"
"1165",1,0,"Natsch, Mr. Charles H","male",37,0,1,"PC 17596",29.7,"C118","C"
"1166",3,1,"Healy, Miss. Hanora ""Nora""","female",NA,0,0,"370375",7.75,"","Q"
"1167",1,1,"Andrews, Miss. Kornelia Theodosia","female",63,1,0,"13502",77.9583,"D7","S"
"1168",3,0,"Lindblom, Miss. Augusta Charlotta","female",45,0,0,"347073",7.75,"","S"
"1169",2,0,"Parkes, Mr. Francis ""Frank""","male",NA,0,0,"239853",0,"","S"
"1170",3,0,"Rice, Master. Eric","male",7,4,1,"382652",29.125,"","Q"
"1171",3,1,"Abbott, Mrs. Stanton (Rosa Hunt)","female",35,1,1,"C.A. 2673",20.25,"","S"
"1172",3,0,"Duane, Mr. Frank","male",65,0,0,"336439",7.75,"","Q"
"1173",3,0,"Olsson, Mr. Nils Johan Goransson","male",28,0,0,"347464",7.8542,"","S"
"1174",3,0,"de Pelsmaeker, Mr. Alfons","male",16,0,0,"345778",9.5,"","S"
"1175",3,1,"Dorking, Mr. Edward Arthur","male",19,0,0,"A/5. 10482",8.05,"","S"
"1176",1,0,"Smith, Mr. Richard William","male",NA,0,0,"113056",26,"A19","S"
"1177",3,0,"Stankovic, Mr. Ivan","male",33,0,0,"349239",8.6625,"","C"
"1178",3,1,"de Mulder, Mr. Theodore","male",30,0,0,"345774",9.5,"","S"
"1179",3,0,"Naidenoff, Mr. Penko","male",22,0,0,"349206",7.8958,"","S"
"1180",2,1,"Hosono, Mr. Masabumi","male",42,0,0,"237798",13,"","S"
"1181",3,1,"Connolly, Miss. Kate","female",22,0,0,"370373",7.75,"","Q"
"1182",1,1,"Barber, Miss. Ellen ""Nellie""","female",26,0,0,"19877",78.85,"","S"
"1183",1,1,"Bishop, Mrs. Dickinson H (Helen Walton)","female",19,1,0,"11967",91.0792,"B49","C"
"1184",2,0,"Levy, Mr. Rene Jacques","male",36,0,0,"SC/Paris 2163",12.875,"D","C"
"1185",3,0,"Haas, Miss. Aloisia","female",24,0,0,"349236",8.85,"","S"
"1186",3,0,"Mineff, Mr. Ivan","male",24,0,0,"349233",7.8958,"","S"
"1187",1,0,"Lewy, Mr. Ervin G","male",NA,0,0,"PC 17612",27.7208,"","C"
"1188",3,0,"Hanna, Mr. Mansour","male",23.5,0,0,"2693",7.2292,"","C"
"1189",1,0,"Allison, Miss. Helen Loraine","female",2,1,2,"113781",151.55,"C22 C26","S"
"1190",1,1,"Saalfeld, Mr. Adolphe","male",NA,0,0,"19988",30.5,"C106","S"
"1191",1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)","female",50,0,1,"PC 17558",247.5208,"B58 B60","C"
"1192",3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""","female",NA,0,0,"9234",7.75,"","Q"
"1193",3,1,"McCoy, Mr. Bernard","male",NA,2,0,"367226",23.25,"","Q"
"1194",3,0,"Johnson, Mr. William Cahoone Jr","male",19,0,0,"LINE",0,"","S"
"1195",2,1,"Keane, Miss. Nora A","female",NA,0,0,"226593",12.35,"E101","Q"
"1196",3,0,"Williams, Mr. Howard Hugh ""Harry""","male",NA,0,0,"A/5 2466",8.05,"","S"
"1197",1,1,"Allison, Master. Hudson Trevor","male",0.92,1,2,"113781",151.55,"C22 C26","S"
"1198",1,1,"Fleming, Miss. Margaret","female",NA,0,0,"17421",110.8833,"","C"
"1199",1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)","female",17,1,0,"PC 17758",108.9,"C65","C"
"1200",2,0,"Abelson, Mr. Samuel","male",30,1,0,"P/PP 3381",24,"","C"
"1201",1,1,"Francatelli, Miss. Laura Mabel","female",30,0,0,"PC 17485",56.9292,"E36","C"
"1202",1,1,"Hays, Miss. Margaret Bechstein","female",24,0,0,"11767",83.1583,"C54","C"
"1203",1,1,"Ryerson, Miss. Emily Borie","female",18,2,2,"PC 17608",262.375,"B57 B59 B63 B66","C"
"1204",2,0,"Lahtinen, Mrs. William (Anna Sylfven)","female",26,1,1,"250651",26,"","S"
"1205",3,0,"Hendekovic, Mr. Ignjac","male",28,0,0,"349243",7.8958,"","S"
"1206",2,0,"Hart, Mr. Benjamin","male",43,1,1,"F.C.C. 13529",26.25,"","S"
"1207",3,1,"Nilsson, Miss. Helmina Josefina","female",26,0,0,"347470",7.8542,"","S"
"1208",2,1,"Kantor, Mrs. Sinai (Miriam Sternin)","female",24,1,0,"244367",26,"","S"
"1209",2,0,"Moraweck, Dr. Ernest","male",54,0,0,"29011",14,"","S"
"1210",1,1,"Wick, Miss. Mary Natalie","female",31,0,2,"36928",164.8667,"C7","S"
"1211",1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)","female",40,1,1,"16966",134.5,"E34","C"
"1212",3,0,"Dennis, Mr. Samuel","male",22,0,0,"A/5 21172",7.25,"","S"
"1213",3,0,"Danoff, Mr. Yoto","male",27,0,0,"349219",7.8958,"","S"
"1214",2,1,"Slayter, Miss. Hilda Mary","female",30,0,0,"234818",12.35,"","Q"
"1215",2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)","female",22,1,1,"248738",29,"","S"
"1216",3,0,"Sage, Mr. George John Jr","male",NA,8,2,"CA. 2343",69.55,"","S"
"1217",1,1,"Young, Miss. Marie Grice","female",36,0,0,"PC 17760",135.6333,"C32","C"
"1218",3,0,"Nysveen, Mr. Johan Hansen","male",61,0,0,"345364",6.2375,"","S"
"1219",2,1,"Ball, Mrs. (Ada E Hall)","female",36,0,0,"28551",13,"D","S"
"1220",3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)","female",31,1,1,"363291",20.525,"","S"
"1221",1,1,"Hippach, Miss. Jean Gertrude","female",16,0,1,"111361",57.9792,"B18","C"
"1222",3,1,"McCoy, Miss. Agnes","female",NA,2,0,"367226",23.25,"","Q"
"1223",1,0,"Partner, Mr. Austen","male",45.5,0,0,"113043",28.5,"C124","S"
"1224",1,0,"Graham, Mr. George Edward","male",38,0,1,"PC 17582",153.4625,"C91","S"
"1225",3,0,"Vander Planke, Mr. Leo Edmondus","male",16,2,0,"345764",18,"","S"
"1226",1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)","female",NA,1,0,"PC 17611",133.65,"","S"
"1227",3,0,"Denkoff, Mr. Mitto","male",NA,0,0,"349225",7.8958,"","S"
"1228",1,0,"Pears, Mr. Thomas Clinton","male",29,1,0,"113776",66.6,"C2","S"
"1229",1,1,"Burns, Miss. Elizabeth Margaret","female",41,0,0,"16966",134.5,"E40","C"
"1230",3,1,"Dahl, Mr. Karl Edwart","male",45,0,0,"7598",8.05,"","S"
"1231",1,0,"Blackwell, Mr. Stephen Weart","male",45,0,0,"113784",35.5,"T","S"
"1232",2,1,"Navratil, Master. Edmond Roger","male",2,1,1,"230080",26,"F2","S"
"1233",1,1,"Fortune, Miss. Alice Elizabeth","female",24,3,2,"19950",263,"C23 C25 C27","S"
"1234",2,0,"Collander, Mr. Erik Gustaf","male",28,0,0,"248740",13,"","S"
"1235",2,0,"Sedgwick, Mr. Charles Frederick Waddington","male",25,0,0,"244361",13,"","S"
"1236",2,0,"Fox, Mr. Stanley Hubert","male",36,0,0,"229236",13,"","S"
"1237",2,1,"Brown, Miss. Amelia ""Mildred""","female",24,0,0,"248733",13,"F33","S"
"1238",2,1,"Smith, Miss. Marion Elsie","female",40,0,0,"31418",13,"","S"
"1239",3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)","female",NA,1,0,"386525",16.1,"","S"
"1240",3,1,"Coutts, Master. William Loch ""William""","male",3,1,1,"C.A. 37671",15.9,"","S"
"1241",3,0,"Dimic, Mr. Jovan","male",42,0,0,"315088",8.6625,"","S"
"1242",3,0,"Odahl, Mr. Nils Martin","male",23,0,0,"7267",9.225,"","S"
"1243",1,0,"Williams-Lambert, Mr. Fletcher Fellows","male",NA,0,0,"113510",35,"C128","S"
"1244",3,0,"Elias, Mr. Tannous","male",15,1,1,"2695",7.2292,"","C"
"1245",3,0,"Arnold-Franchi, Mr. Josef","male",25,1,0,"349237",17.8,"","S"
"1246",3,0,"Yousif, Mr. Wazli","male",NA,0,0,"2647",7.225,"","C"
"1247",3,0,"Vanden Steen, Mr. Leo Peter","male",28,0,0,"345783",9.5,"","S"
"1248",1,1,"Bowerman, Miss. Elsie Edith","female",22,0,1,"113505",55,"E33","S"
"1249",2,0,"Funk, Miss. Annie Clemmer","female",38,0,0,"237671",13,"","S"
"1250",3,1,"McGovern, Miss. Mary","female",NA,0,0,"330931",7.8792,"","Q"
"1251",3,1,"Mockler, Miss. Helen Mary ""Ellie""","female",NA,0,0,"330980",7.8792,"","Q"
"1252",3,0,"Skoog, Mr. Wilhelm","male",40,1,4,"347088",27.9,"","S"
"1253",2,0,"del Carlo, Mr. Sebastiano","male",29,1,0,"SC/PARIS 2167",27.7208,"","C"
"1254",3,0,"Barbara, Mrs. (Catherine David)","female",45,0,1,"2691",14.4542,"","C"
"1255",3,0,"Asim, Mr. Adola","male",35,0,0,"SOTON/O.Q. 3101310",7.05,"","S"
"1256",3,0,"O'Brien, Mr. Thomas","male",NA,1,0,"370365",15.5,"","Q"
"1257",3,0,"Adahl, Mr. Mauritz Nils Martin","male",30,0,0,"C 7076",7.25,"","S"
"1258",1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)","female",60,1,0,"110813",75.25,"D37","C"
"1259",3,1,"Moussa, Mrs. (Mantoura Boulos)","female",NA,0,0,"2626",7.2292,"","C"
"1260",3,1,"Jermyn, Miss. Annie","female",NA,0,0,"14313",7.75,"","Q"
"1261",1,1,"Aubart, Mme. Leontine Pauline","female",24,0,0,"PC 17477",69.3,"B35","C"
"1262",1,1,"Harder, Mr. George Achilles","male",25,1,0,"11765",55.4417,"E50","C"
"1263",3,0,"Wiklund, Mr. Jakob Alfred","male",18,1,0,"3101267",6.4958,"","S"
"1264",3,0,"Beavan, Mr. William Thomas","male",19,0,0,"323951",8.05,"","S"
"1265",1,0,"Ringhini, Mr. Sante","male",22,0,0,"PC 17760",135.6333,"","C"
"1266",3,0,"Palsson, Miss. Stina Viola","female",3,3,1,"349909",21.075,"","S"
"1267",1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)","female",NA,1,0,"PC 17604",82.1708,"","C"
"1268",3,1,"Landergren, Miss. Aurora Adelia","female",22,0,0,"C 7077",7.25,"","S"
"1269",1,0,"Widener, Mr. Harry Elkins","male",27,0,2,"113503",211.5,"C82","C"
"1270",3,0,"Betros, Mr. Tannous","male",20,0,0,"2648",4.0125,"","C"
"1271",3,0,"Gustafsson, Mr. Karl Gideon","male",19,0,0,"347069",7.775,"","S"
"1272",1,1,"Bidois, Miss. Rosalie","female",42,0,0,"PC 17757",227.525,"","C"
"1273",3,1,"Nakid, Miss. Maria (""Mary"")","female",1,0,2,"2653",15.7417,"","C"
"1274",3,0,"Tikkanen, Mr. Juho","male",32,0,0,"STON/O 2. 3101293",7.925,"","S"
"1275",1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)","female",35,1,0,"113789",52,"","S"
"1276",3,0,"Plotcharsky, Mr. Vasil","male",NA,0,0,"349227",7.8958,"","S"
"1277",2,0,"Davies, Mr. Charles Henry","male",18,0,0,"S.O.C. 14879",73.5,"","S"
"1278",3,0,"Goodwin, Master. Sidney Leonard","male",1,5,2,"CA 2144",46.9,"","S"
"1279",2,1,"Buss, Miss. Kate","female",36,0,0,"27849",13,"","S"
"1280",3,0,"Sadlier, Mr. Matthew","male",NA,0,0,"367655",7.7292,"","Q"
"1281",2,1,"Lehmann, Miss. Bertha","female",17,0,0,"SC 1748",12,"","C"
"1282",1,1,"Carter, Mr. William Ernest","male",36,1,2,"113760",120,"B96 B98","S"
"1283",3,1,"Jansson, Mr. Carl Olof","male",21,0,0,"350034",7.7958,"","S"
"1284",3,0,"Gustafsson, Mr. Johan Birger","male",28,2,0,"3101277",7.925,"","S"
"1285",1,1,"Newell, Miss. Marjorie","female",23,1,0,"35273",113.275,"D36","C"
"1286",3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","female",24,0,2,"PP 9549",16.7,"G6","S"
"1287",3,0,"Johansson, Mr. Erik","male",22,0,0,"350052",7.7958,"","S"
"1288",3,0,"Olsson, Miss. Elina","female",31,0,0,"350407",7.8542,"","S"
"1289",2,0,"McKane, Mr. Peter David","male",46,0,0,"28403",26,"","S"
"1290",2,0,"Pain, Dr. Alfred","male",23,0,0,"244278",10.5,"","S"
"1291",2,1,"Trout, Mrs. William H (Jessie L)","female",28,0,0,"240929",12.65,"","S"
"1292",3,1,"Niskanen, Mr. Juha","male",39,0,0,"STON/O 2. 3101289",7.925,"","S"
"1293",3,0,"Adams, Mr. John","male",26,0,0,"341826",8.05,"","S"
"1294",3,0,"Jussila, Miss. Mari Aina","female",21,1,0,"4137",9.825,"","S"
"1295",3,0,"Hakkarainen, Mr. Pekka Pietari","male",28,1,0,"STON/O2. 3101279",15.85,"","S"
"1296",3,0,"Oreskovic, Miss. Marija","female",20,0,0,"315096",8.6625,"","S"
"1297",2,0,"Gale, Mr. Shadrach","male",34,1,0,"28664",21,"","S"
"1298",3,0,"Widegren, Mr. Carl/Charles Peter","male",51,0,0,"347064",7.75,"","S"
"1299",2,1,"Richards, Master. William Rowe","male",3,1,1,"29106",18.75,"","S"
"1300",3,0,"Birkeland, Mr. Hans Martin Monsen","male",21,0,0,"312992",7.775,"","S"
"1301",3,0,"Lefebre, Miss. Ida","female",NA,3,1,"4133",25.4667,"","S"
"1302",3,0,"Sdycoff, Mr. Todor","male",NA,0,0,"349222",7.8958,"","S"
"1303",3,0,"Hart, Mr. Henry","male",NA,0,0,"394140",6.8583,"","Q"
"1304",1,1,"Minahan, Miss. Daisy E","female",33,1,0,"19928",90,"C78","Q"
"1305",2,0,"Cunningham, Mr. Alfred Fleming","male",NA,0,0,"239853",0,"","S"
"1306",3,1,"Sundman, Mr. Johan Julian","male",44,0,0,"STON/O 2. 3101269",7.925,"","S"
"1307",3,0,"Meek, Mrs. Thomas (Annie Louise Rowley)","female",NA,0,0,"343095",8.05,"","S"
"1308",2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)","female",34,1,1,"28220",32.5,"","S"
"1309",2,1,"Silven, Miss. Lyyli Karoliina","female",18,0,2,"250652",13,"","S"
"1310",2,0,"Matthews, Mr. William John","male",30,0,0,"28228",13,"","S"
"1311",3,0,"Van Impe, Miss. Catharina","female",10,0,2,"345773",24.15,"","S"
"1312",3,0,"Gheorgheff, Mr. Stanio","male",NA,0,0,"349254",7.8958,"","C"
"1313",3,0,"Charters, Mr. David","male",21,0,0,"A/5. 13032",7.7333,"","Q"
"1314",3,0,"Zimmerman, Mr. Leo","male",29,0,0,"315082",7.875,"","S"
"1315",3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)","female",28,1,1,"347080",14.4,"","S"
"1316",3,0,"Rosblom, Mr. Viktor Richard","male",18,1,1,"370129",20.2125,"","S"
"1317",3,0,"Wiseman, Mr. Phillippe","male",NA,0,0,"A/4. 34244",7.25,"","S"
"1318",2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)","female",28,1,0,"2003",26,"","S"
"1319",2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")","female",19,0,0,"250655",26,"","S"
"1320",3,0,"Flynn, Mr. James","male",NA,0,0,"364851",7.75,"","Q"
"1321",3,1,"Pickard, Mr. Berk (Berk Trembisky)","male",32,0,0,"SOTON/O.Q. 392078",8.05,"E10","S"
"1322",1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan","male",28,0,0,"110564",26.55,"C52","S"
"1323",3,1,"Thorneycroft, Mrs. Percival (Florence Kate White)","female",NA,1,0,"376564",16.1,"","S"
"1324",2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)","female",42,1,0,"SC/AH 3085",26,"","S"
"1325",3,0,"Kallio, Mr. Nikolai Erland","male",17,0,0,"STON/O 2. 3101274",7.125,"","S"
"1326",1,0,"Silvey, Mr. William Baird","male",50,1,0,"13507",55.9,"E44","S"
"1327",1,1,"Carter, Miss. Lucile Polk","female",14,1,2,"113760",120,"B96 B98","S"
"1328",3,0,"Ford, Miss. Doolina Margaret ""Daisy""","female",21,2,2,"W./C. 6608",34.375,"","S"
"1329",2,1,"Richards, Mrs. Sidney (Emily Hocking)","female",24,2,3,"29106",18.75,"","S"
"1330",1,0,"Fortune, Mr. Mark","male",64,1,4,"19950",263,"C23 C25 C27","S"
"1331",2,0,"Kvillner, Mr. Johan Henrik Johannesson","male",31,0,0,"C.A. 18723",10.5,"","S"
"1332",2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)","female",45,1,1,"F.C.C. 13529",26.25,"","S"
"1333",3,0,"Hampe, Mr. Leon","male",20,0,0,"345769",9.5,"","S"
"1334",3,0,"Petterson, Mr. Johan Emil","male",25,1,0,"347076",7.775,"","S"
"1335",2,1,"Reynaldo, Ms. Encarnacion","female",28,0,0,"230434",13,"","S"
"1336",3,1,"Johannesen-Bratthammer, Mr. Bernt","male",NA,0,0,"65306",8.1125,"","S"
"1337",1,1,"Dodge, Master. Washington","male",4,0,2,"33638",81.8583,"A34","S"
"1338",2,1,"Mellinger, Miss. Madeleine Violet","female",13,0,1,"250644",19.5,"","S"
"1339",1,1,"Seward, Mr. Frederic Kimber","male",34,0,0,"113794",26.55,"","S"
"1340",3,1,"Baclini, Miss. Marie Catherine","female",5,2,1,"2666",19.2583,"","C"
"1341",1,1,"Peuchen, Major. Arthur Godfrey","male",52,0,0,"113786",30.5,"C104","S"
"1342",2,0,"West, Mr. Edwy Arthur","male",36,1,2,"C.A. 34651",27.75,"","S"
"1343",3,0,"Hagland, Mr. Ingvald Olai Olsen","male",NA,1,0,"65303",19.9667,"","S"
"1344",1,0,"Foreman, Mr. Benjamin Laventall","male",30,0,0,"113051",27.75,"C111","C"
"1345",1,1,"Goldenberg, Mr. Samuel L","male",49,1,0,"17453",89.1042,"C92","C"
"1346",3,0,"Peduzzi, Mr. Joseph","male",NA,0,0,"A/5 2817",8.05,"","S"
"1347",3,1,"Jalsevac, Mr. Ivan","male",29,0,0,"349240",7.8958,"","C"
"1348",1,0,"Millet, Mr. Francis Davis","male",65,0,0,"13509",26.55,"E38","S"
"1349",1,1,"Kenyon, Mrs. Frederick R (Marion)","female",NA,1,0,"17464",51.8625,"D21","S"
"1350",2,1,"Toomey, Miss. Ellen","female",50,0,0,"F.C.C. 13531",10.5,"","S"
"1351",3,0,"O'Connor, Mr. Maurice","male",NA,0,0,"371060",7.75,"","Q"
"1352",1,1,"Anderson, Mr. Harry","male",48,0,0,"19952",26.55,"E12","S"
"1353",3,0,"Morley, Mr. William","male",34,0,0,"364506",8.05,"","S"
"1354",1,0,"Gee, Mr. Arthur H","male",47,0,0,"111320",38.5,"E63","S"
"1355",2,0,"Milling, Mr. Jacob Christian","male",48,0,0,"234360",13,"","S"
"1356",3,0,"Maisner, Mr. Simon","male",NA,0,0,"A/S 2816",8.05,"","S"
"1357",3,0,"Goncalves, Mr. Manuel Estanslas","male",38,0,0,"SOTON/O.Q. 3101306",7.05,"","S"
"1358",2,0,"Campbell, Mr. William","male",NA,0,0,"239853",0,"","S"
"1359",1,0,"Smart, Mr. John Montgomery","male",56,0,0,"113792",26.55,"","S"
"1360",3,0,"Scanlan, Mr. James","male",NA,0,0,"36209",7.725,"","Q"
"1361",3,1,"Baclini, Miss. Helene Barbara","female",0.75,2,1,"2666",19.2583,"","C"
"1362",3,0,"Keefe, Mr. Arthur","male",NA,0,0,"323592",7.25,"","S"
"1363",3,0,"Cacic, Mr. Luka","male",38,0,0,"315089",8.6625,"","S"
"1364",2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)","female",33,1,2,"C.A. 34651",27.75,"","S"
"1365",2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)","female",23,0,0,"SC/AH Basle 541",13.7917,"D","C"
"1366",3,0,"Strandberg, Miss. Ida Sofia","female",22,0,0,"7553",9.8375,"","S"
"1367",1,0,"Clifford, Mr. George Quincy","male",NA,0,0,"110465",52,"A14","S"
"1368",2,0,"Renouf, Mr. Peter Henry","male",34,1,0,"31027",21,"","S"
"1369",3,0,"Braund, Mr. Lewis Richard","male",29,1,0,"3460",7.0458,"","S"
"1370",3,0,"Karlsson, Mr. Nils August","male",22,0,0,"350060",7.5208,"","S"
"1371",3,1,"Hirvonen, Miss. Hildur E","female",2,0,1,"3101298",12.2875,"","S"
"1372",3,0,"Goodwin, Master. Harold Victor","male",9,5,2,"CA 2144",46.9,"","S"
"1373",2,0,"Frost, Mr. Anthony Wood ""Archie""","male",NA,0,0,"239854",0,"","S"
"1374",3,0,"Rouse, Mr. Richard Henry","male",50,0,0,"A/5 3594",8.05,"","S"
"1375",3,1,"Turkula, Mrs. (Hedwig)","female",63,0,0,"4134",9.5875,"","S"
"1376",1,1,"Bishop, Mr. Dickinson H","male",25,1,0,"11967",91.0792,"B49","C"
"1377",3,0,"Lefebre, Miss. Jeannie","female",NA,3,1,"4133",25.4667,"","S"
"1378",1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)","female",35,1,0,"19943",90,"C93","S"
"1379",1,0,"Kent, Mr. Edward Austin","male",58,0,0,"11771",29.7,"B37","C"
"1380",3,0,"Somerton, Mr. Francis William","male",30,0,0,"A.5. 18509",8.05,"","S"
"1381",3,1,"Coutts, Master. Eden Leslie ""Neville""","male",9,1,1,"C.A. 37671",15.9,"","S"
"1382",3,0,"Hagland, Mr. Konrad Mathias Reiersen","male",NA,1,0,"65304",19.9667,"","S"
"1383",3,0,"Windelov, Mr. Einar","male",21,0,0,"SOTON/OQ 3101317",7.25,"","S"
"1384",1,0,"Molson, Mr. Harry Markland","male",55,0,0,"113787",30.5,"C30","S"
"1385",1,0,"Artagaveytia, Mr. Ramon","male",71,0,0,"PC 17609",49.5042,"","C"
"1386",3,0,"Stanley, Mr. Edward Roland","male",21,0,0,"A/4 45380",8.05,"","S"
"1387",3,0,"Yousseff, Mr. Gerious","male",NA,0,0,"2627",14.4583,"","C"
"1388",1,1,"Eustis, Miss. Elizabeth Mussey","female",54,1,0,"36947",78.2667,"D20","C"
"1389",3,0,"Shellard, Mr. Frederick William","male",NA,0,0,"C.A. 6212",15.1,"","S"
"1390",1,0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)","female",25,1,2,"113781",151.55,"C22 C26","S"
"1391",3,0,"Svensson, Mr. Olof","male",24,0,0,"350035",7.7958,"","S"
"1392",3,0,"Calic, Mr. Petar","male",17,0,0,"315086",8.6625,"","S"
"1393",3,0,"Canavan, Miss. Mary","female",21,0,0,"364846",7.75,"","Q"
"1394",3,0,"O'Sullivan, Miss. Bridget Mary","female",NA,0,0,"330909",7.6292,"","Q"
"1395",3,0,"Laitinen, Miss. Kristina Sofia","female",37,0,0,"4135",9.5875,"","S"
"1396",1,1,"Maioni, Miss. Roberta","female",16,0,0,"110152",86.5,"B79","S"
"1397",1,0,"Penasco y Castellana, Mr. Victor de Satode","male",18,1,0,"PC 17758",108.9,"C65","C"
"1398",2,1,"Quick, Mrs. Frederick Charles (Jane Richards)","female",33,0,2,"26360",26,"","S"
"1399",1,1,"Bradley, Mr. George (""George Arthur Brayton"")","male",NA,0,0,"111427",26.55,"","S"
"1400",3,0,"Olsen, Mr. Henry Margido","male",28,0,0,"C 4001",22.525,"","S"
"1401",3,1,"Lang, Mr. Fang","male",26,0,0,"1601",56.4958,"","S"
"1402",3,1,"Daly, Mr. Eugene Patrick","male",29,0,0,"382651",7.75,"","Q"
"1403",3,0,"Webber, Mr. James","male",NA,0,0,"SOTON/OQ 3101316",8.05,"","S"
"1404",1,1,"McGough, Mr. James Robert","male",36,0,0,"PC 17473",26.2875,"E25","S"
"1405",1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)","female",54,1,0,"PC 17603",59.4,"","C"
"1406",3,0,"Coleff, Mr. Satio","male",24,0,0,"349209",7.4958,"","S"
"1407",1,0,"Walker, Mr. William Anderson","male",47,0,0,"36967",34.0208,"D46","S"
"1408",2,1,"Lemore, Mrs. (Amelia Milley)","female",34,0,0,"C.A. 34260",10.5,"F33","S"
"1409",3,0,"Ryan, Mr. Patrick","male",NA,0,0,"371110",24.15,"","Q"
"1410",2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)","female",36,1,0,"226875",26,"","S"
"1411",3,0,"Pavlovic, Mr. Stefo","male",32,0,0,"349242",7.8958,"","S"
"1412",1,1,"Perreault, Miss. Anne","female",30,0,0,"12749",93.5,"B73","S"
