"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","SalePrice","Porch.SF","Tot.Bath","House.Age"
"60","RL",108,14774,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NoRidge","Norm","Norm","1Fam","Other",9,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","Other",165,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1393,1393,"GasA","Ex","Y","SBrkr",1422,1177,0,2599,0,0,2,1,4,1,"Other",10,"Typ",1,"TA","Other","Fin","Other","TA","TA","Y",668,30,0,0,0,0,"No","No fence","None",0,5,2010,333168,30,2.5,11
"60","RL",60,17433,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NoRidge","Norm","Norm","1Fam","Other",8,5,1998,1998,"Other","CompShg","VinylSd","VinylSd","Other",114,"Other","TA","PConc","Other","TA","No","Unf",0,"Unf",0,1629,1629,"GasA","Ex","Y","SBrkr",1645,830,0,2475,0,0,2,1,4,1,"Other",7,"Typ",1,"TA","Attchd","Fin","Other","TA","TA","Y",23,172,0,0,256,0,"No","No fence","None",0,1,2010,355000,428,2.5,12
"20","RL",59,10593,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",7,5,1996,1996,"Other","CompShg","VinylSd","VinylSd","Other",338,"Other","TA","PConc","Gd","TA","No","GLQ",919,"Unf",0,801,1720,"GasA","Ex","Y","SBrkr",1720,0,0,1720,1,0,2,0,3,1,"Other",7,"Typ",1,"TA","Attchd","Fin","2","TA","TA","Y",240,56,154,0,0,0,"No","No fence","None",0,3,2010,260400,210,3,14
"60","RL",98,12256,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NoRidge","Norm","Norm","1Fam","Other",8,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","Other",362,"Other","TA","PConc","Other","TA","Other","GLQ",1032,"Unf",0,431,1463,"GasA","Ex","Y","SBrkr",1500,1122,0,2622,1,0,2,1,3,1,"Other",9,"Typ",2,"TA","Attchd","RFn","2","TA","TA","Y",186,32,0,0,0,0,"No","No fence","None",0,4,2010,325000,32,3.5,15
"60","RL",92,11764,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NoRidge","Norm","Norm","1Fam","Other",8,7,1999,2007,"Gable","CompShg","VinylSd","VinylSd","Other",348,"Other","TA","PConc","Gd","TA","No","GLQ",524,"Unf",0,628,1152,"GasA","Ex","Y","SBrkr",1164,1106,0,2270,0,0,2,1,4,1,"Other",9,"Typ",1,"Gd","Attchd","Fin","Other","TA","TA","Y",132,57,0,0,0,0,"No","No fence","None",0,4,2010,290000,57,2.5,3
"60","RL",58,16770,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NoRidge","Norm","Norm","1Fam","Other",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","Other",30,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1195,1195,"GasA","Other","Y","SBrkr",1195,644,0,1839,0,0,2,1,4,1,"TA",7,"Typ",0,"No fireplace","Attchd","Fin","2","TA","TA","Y",0,81,0,0,0,0,"No","No fence","None",0,6,2010,221000,81,2.5,12
"50","RL",56,14720,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NoRidge","Norm","Norm","1Fam","Other",8,5,1995,1996,"Other","CompShg","VinylSd","VinylSd","Other",579,"Other","TA","PConc","Gd","TA","Other","GLQ",816,"Unf",0,1217,2033,"GasA","Ex","Y","SBrkr",2053,1185,0,3238,1,0,2,1,4,1,"Other",9,"Typ",1,"Other","Attchd","Fin","Other","TA","TA","Y",283,86,0,0,0,0,"No","No fence","None",0,3,2010,410000,86,3.5,14
"20","RL",73,8987,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Other",226,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,1595,1595,"GasA","Ex","Y","SBrkr",1595,0,0,1595,0,0,2,0,2,1,"Other",6,"Typ",1,"Gd","Attchd","RFn","Other","TA","TA","Y",144,0,0,0,0,0,"No","No fence","None",0,5,2010,221500,0,2,4
"60","RL",76,10142,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","Other",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","GLQ",656,"Unf",0,300,956,"GasA","Ex","Y","SBrkr",956,1128,0,2084,1,0,2,1,4,1,"Other",8,"Typ",0,"No fireplace","Other","RFn","2","TA","TA","Y",0,45,0,0,0,0,"No","No fence","None",0,1,2010,233000,45,3.5,6
"60","RL",70,11920,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","Other",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Other",122,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,831,831,"GasA","Ex","Y","SBrkr",831,828,0,1659,0,0,2,1,3,1,"Other",8,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",144,68,0,0,0,0,"No","No fence","None",0,4,2010,181000,68,2.5,6
"60","RL",0,8880,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","Other",7,5,1994,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","GLQ",695,"Unf",0,253,948,"GasA","Ex","Y","SBrkr",1222,888,0,2110,1,0,2,1,3,1,"Other",8,"Typ",2,"Other","Attchd","RFn","2","TA","TA","Y",0,130,0,0,0,0,"No","No fence","None",0,5,2010,205000,130,3.5,8
"120","RL",50,8012,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Other","1Story",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",543,"Other",119,261,923,"GasA","TA","Y","SBrkr",923,0,0,923,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd","RFn","Other","TA","TA","Y",80,0,0,0,0,0,"No","No fence","None",0,5,2010,143000,0,2,30
"60","RL",70,11218,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","Other",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA","Ex","Y","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"Other",8,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",635,104,0,0,0,0,"No","Other","Other",400,5,2010,189000,104,2.5,18
"120","RL",55,7892,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Other","1Story",6,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,918,918,"GasA","TA","Y","SBrkr",918,0,0,918,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd","Unf","Other","TA","TA","Y",28,0,0,0,0,0,"No","No fence","None",0,4,2010,99500,0,2,31
"120","RL",50,7175,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Other","1Story",6,5,1984,1984,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",623,"Other",121,0,744,"GasA","TA","Y","SBrkr",752,0,0,752,1,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",353,0,0,0,90,0,"No","Other","None",0,2,2010,125000,90,2,26
"60","RL",0,9453,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","SawyerW","Other","Norm","1Fam","Other",7,7,1993,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,"Other","TA","PConc","Gd","TA","No","BLQ",402,"Unf",0,594,996,"GasA","Ex","Y","SBrkr",1014,730,0,1744,0,0,2,1,3,1,"Other",7,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",370,70,0,238,0,0,"No","No fence","None",0,2,2010,194500,308,2.5,7
"20","RL",81,9672,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1984,1985,"Other","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",338,"Unf",0,702,1040,"GasA","TA","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,5,2010,152000,0,2,25
"60","RL",70,8400,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","Other",6,6,1980,1981,"Gable","CompShg","HdBoard","HdBoard","Other",130,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,650,650,"GasA","TA","Y","SBrkr",888,676,0,1564,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",0,50,0,0,204,0,"No","Other","None",0,4,2010,171000,254,2.5,29
"30","Other",70,9800,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","SawyerW","Other","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Other","Other","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Other","Other",1012,0,0,1012,0,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Y",121,0,80,0,0,0,"No","No fence","None",0,4,2010,67500,80,1,60
"90","Other",68,8930,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Other","Norm","Other","Other",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,4,2010,112000,0,2,32
"85","RL",88,11782,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","Other",5,7,1961,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Other","ALQ",899,"Unf",0,210,1109,"GasA","TA","Y","SBrkr",1155,0,0,1155,1,0,1,0,3,1,"Other",6,"Other",0,"No fireplace","Other","Unf","2","TA","TA","Y",192,0,0,0,0,0,"No","Other","Other",400,6,2010,148000,0,2,15
"20","RL",65,8450,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Other","Norm","1Fam","1Story",5,8,1965,2009,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No","GLQ",553,"Other",117,224,894,"GasA","Ex","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Other","Unf","Other","TA","TA","Y",416,144,0,0,0,0,"No","Other","None",0,4,2010,138500,144,2,1
"20","RL",0,9819,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","Other",31,"TA","Other","CBlock","TA","TA","No","BLQ",450,"Unf",0,432,882,"GasA","TA","Y","SBrkr",900,0,0,900,0,0,1,0,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,2,2010,122000,0,1,43
"20","RL",75,7500,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","Sawyer","Other","Norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",824,"Unf",0,216,1040,"GasA","Other","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"TA",5,"Typ",0,"No fireplace","Attchd","Fin","Other","TA","TA","Y",0,0,220,0,0,0,"No","Other","None",0,6,2010,133000,220,2.5,47
"20","RL",0,6897,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Other","CBlock","TA","TA","No","ALQ",659,"Unf",0,381,1040,"GasA","Ex","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"TA",6,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Y",0,104,0,0,0,0,"No","No fence","None",0,4,2010,127000,104,2.5,0
"60","RL",107,10186,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","Other",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Other","TA","PConc","Gd","TA","No","GLQ",674,"Unf",0,76,750,"GasA","Ex","Y","SBrkr",1061,862,0,1923,1,0,2,1,3,1,"Other",8,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",240,39,0,0,0,0,"No","No fence","None",0,6,2010,190000,39,3.5,18
"60","RL",85,13143,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","Other",8,5,1993,1993,"Gable","CompShg","HdBoard","ImStucc","Other",504,"Other","TA","PConc","Gd","TA","No","Other",250,"Other",981,0,1231,"GasA","Ex","Y","SBrkr",1251,1098,0,2349,1,0,2,1,4,1,"Other",9,"Typ",1,"TA","Attchd","RFn","Other","TA","TA","Y",32,130,0,0,0,0,"No","No fence","None",0,6,2010,362500,130,3.5,17
"60","RL",88,11134,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","Other",8,5,1992,1993,"Gable","CompShg","HdBoard","HdBoard","Other",180,"Other","TA","PConc","Gd","TA","No","GLQ",1129,"Unf",0,261,1390,"GasA","Ex","Y","SBrkr",1402,823,0,2225,1,0,2,1,4,1,"Other",7,"Typ",1,"TA","Attchd","RFn","Other","TA","TA","Y",198,30,0,0,0,0,"No","No fence","None",0,6,2010,285000,30,3.5,17
"120","RL",30,4420,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","Other","1Story",8,5,1980,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Other","TA","CBlock","Gd","TA","Other","GLQ",728,"Unf",0,0,728,"GasA","TA","Y","SBrkr",788,0,0,788,1,0,1,0,1,1,"Other",3,"Typ",1,"TA","Other","Fin","2","TA","TA","Y",133,42,0,0,0,0,"No","No fence","None",0,6,2010,155000,42,2,30
"120","RL",40,3880,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","1Story",8,6,1978,1978,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Other","TA","CBlock","Gd","TA","Other","GLQ",1052,"Unf",0,174,1226,"GasA","TA","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Other",4,"Typ",1,"TA","Attchd","Fin","2","TA","TA","Y",223,78,0,0,0,0,"No","No fence","None",0,1,2010,206000,78,2,32
"60","RL",0,13517,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Sawyer","Other","Norm","1Fam","Other",6,8,1976,2005,"Gable","CompShg","HdBoard","Plywood","Other",289,"Other","TA","CBlock","TA","TA","No","GLQ",533,"Unf",0,192,725,"GasA","Ex","Y","SBrkr",725,754,0,1479,0,0,2,1,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,44,0,0,0,0,"No","No fence","None",0,3,2010,130500,44,2.5,5
"20","RL",0,10456,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1967,1967,"Other","CompShg","HdBoard","HdBoard","Other",120,"TA","TA","CBlock","TA","TA","No","GLQ",506,"Unf",0,1323,1829,"GasA","Other","Y","SBrkr",1829,0,0,1829,1,0,2,0,4,1,"TA",8,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,76,0,0,0,0,"No","No fence","None",0,5,2010,218500,76,3,43
"60","RL",80,10791,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","Other",6,5,1993,1993,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","Other","GLQ",1137,"Unf",0,143,1280,"GasA","Ex","Y","SBrkr",1280,1215,0,2495,1,0,2,1,4,1,"Other",9,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",224,32,0,0,0,0,"No","No fence","None",0,3,2010,243500,32,3.5,17
"20","RL",0,10603,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","Other",28,"TA","TA","PConc","TA","TA","Other","ALQ",1200,"Unf",0,410,1610,"GasA","Other","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Other",6,"Typ",2,"TA","Attchd","RFn","2","TA","TA","Y",168,68,0,0,0,0,"No","No fence","None",0,2,2010,205000,68,3,9
"50","RL",0,18837,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","Other",6,5,1978,1978,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","Other","ALQ",687,"Other",46,491,1224,"GasA","TA","Y","SBrkr",1287,604,0,1891,0,1,3,0,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",0,69,0,0,0,0,"No","No fence","None",0,4,2010,212500,69,3.5,32
"60","RL",80,10421,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","Other",7,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","Other",42,"TA","TA","CBlock","Gd","TA","No","GLQ",394,"Unf",0,586,980,"GasA","TA","Y","SBrkr",980,734,0,1714,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",228,66,156,0,0,0,"No","Other","Other",500,3,2010,196500,222,2.5,22
"20","RL",78,9360,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1972,2006,"Other","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",982,"Unf",0,179,1161,"GasA","TA","Y","SBrkr",1381,0,0,1381,1,0,1,1,3,1,"Other",5,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,3,2010,197500,0,2.5,4
"60","RL",80,9600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","Other",6,6,1971,1971,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",329,"Unf",0,386,715,"GasA","TA","Y","SBrkr",930,715,0,1645,0,0,1,2,4,1,"TA",7,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,78,0,0,0,0,"No","Other","None",0,6,2010,171000,78,2,39
"20","RL",80,9600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Other","CompShg","VinylSd","VinylSd","Other",172,"TA","TA","CBlock","TA","TA","No","Rec",698,"Unf",0,534,1232,"GasA","TA","Y","SBrkr",1232,0,0,1232,1,0,1,1,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,224,0,0,0,0,"No","No fence","None",0,4,2010,142250,224,2.5,44
"20","RL",0,9790,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","1Story",6,5,1963,1963,"Other","CompShg","HdBoard","HdBoard","Other",451,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Other",81,678,1328,"GasA","TA","Y","SBrkr",1328,0,0,1328,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","Unf","2","TA","TA","Y",0,26,0,0,0,0,"No","No fence","None",0,6,2010,143000,26,2.5,47
"20","RL",77,9320,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf",0,381,950,"GasA","Other","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"Typ",0,"No fireplace","Other","Other","Other","Other","Other","Y",352,0,0,0,0,0,"No","No fence","Other",400,1,2010,128950,0,2.5,51
"20","RL",90,9900,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Other","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","BLQ",1059,"Unf",0,150,1209,"GasA","Other","Y","SBrkr",1209,0,0,1209,1,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,0,120,0,0,0,"No","No fence","None",0,4,2010,159000,120,2,44
"20","RL",88,9680,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","Wd Sdng","Plywood","Other",268,"TA","TA","CBlock","TA","TA","No","BLQ",1010,"Unf",0,500,1510,"GasA","Ex","Y","SBrkr",1510,0,0,1510,1,0,2,0,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,40,0,0,204,0,"No","Other","None",0,4,2010,178900,244,3,43
"80","RL",0,14112,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","Other",5,7,1964,1964,"Other","CompShg","Wd Sdng","HdBoard","Other",86,"TA","TA","PConc","TA","TA","Other","GLQ",1014,"Unf",0,138,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","RFn","2","TA","TA","Y",227,0,0,0,0,0,"No","No fence","None",0,4,2010,180500,0,2,46
"20","RL",68,9717,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1950,1996,"Other","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other","GLQ",49,"Other",1029,0,1078,"GasA","Other","Y","Other",1078,0,0,1078,1,0,1,0,2,1,"Other",5,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",366,0,112,0,0,0,"No","No fence","None",0,4,2010,142125,112,2,14
"50","RL",68,9724,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",5,7,1952,2002,"Gable","CompShg","MetalSd","MetalSd","Other",265,"Other","TA","CBlock","TA","TA","No","Other",670,"Unf",0,470,1140,"GasA","Other","Y","SBrkr",1929,532,0,2461,0,0,2,0,3,1,"TA",7,"Other",2,"Gd","Other","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,3,2010,197600,0,2,8
"50","RL",120,17360,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Other","Norm","1Fam","Other",6,6,1949,1950,"Gable","CompShg","MetalSd","MetalSd","Other",340,"TA","Other","CBlock","TA","TA","No","Rec",300,"Unf",0,482,782,"GasA","TA","Y","SBrkr",1019,537,0,1556,0,0,2,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf","2","TA","TA","Y",0,0,150,0,0,0,"No","No fence","None",0,1,2010,172500,150,2,60
"20","RL",50,7207,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1958,2008,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","Other","CBlock","TA","TA","Other","BLQ",696,"Unf",0,162,858,"GasA","Other","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Other","Other","Other","Other","Other","Y",117,0,0,0,0,0,"No","No fence","None",0,2,2010,116500,0,2,2
"30","RL",55,5350,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,2,1940,1966,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","Other","CBlock","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",1306,0,0,1306,0,0,1,0,3,1,"Other",6,"Other",0,"No fireplace","Other","Other","Other","Other","Other","Y",263,0,0,0,0,0,"No","Other","Other",450,5,2010,76500,0,1,44
"20","RL",80,9920,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Other",110,"TA","TA","CBlock","TA","TA","No","Rec",354,"Other",290,412,1056,"GasA","TA","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,0,164,0,0,0,"No","Other","None",0,2,2010,128000,164,2,56
"80","RL",80,9600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","Other",6,6,1955,1972,"Gable","CompShg","AsbShng","AsbShng","Other",164,"TA","TA","CBlock","TA","TA","Other","BLQ",674,"Other",132,350,1156,"GasA","Ex","Y","SBrkr",1520,0,0,1520,1,0,1,0,3,1,"TA",7,"Typ",2,"Gd","Other","RFn","Other","TA","TA","Y",0,0,189,0,0,0,"No","No fence","None",0,3,2010,153000,189,2,38
"20","RL",78,7800,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Other",200,"TA","TA","PConc","TA","TA","No","Other",540,"Unf",0,728,1268,"GasA","Other","Y","SBrkr",1268,0,0,1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd","Fin","Other","TA","TA","Y",0,98,0,0,0,0,"No","No fence","None",0,3,2010,132000,98,1,56
